Sample	seq_name	length	PI	MW	Hydro
CP001157.1_2453 # 2719249 # 2721867 # -1 # ID=1_2453;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.711	CP001157.1_2453	872.0	4.89	96026.27	-380.6
CP001157.1_3902 # 4255316 # 4257934 # -1 # ID=1_3902;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.683	CP001157.1_3902	872.0	4.05	88941.19	-139.6
CP001157.1_985 # 1029227 # 1031845 # -1 # ID=1_985;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.690	CP001157.1_985	872.0	7.42	98856.79	-284.2
CP001157.1_820 # 847763 # 850375 # -1 # ID=1_820;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.676	CP001157.1_820	870.0	5.37	96892.03	-253.6
CP001157.1_2167 # 2348202 # 2350811 # -1 # ID=1_2167;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.656	CP001157.1_2167	869.0	5.5	93346.3	-60.1
CP001157.1_1322 # 1427388 # 1429994 # 1 # ID=1_1322;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.660	CP001157.1_1322	868.0	7.22	97754.19	-521.6
CP001157.1_2145 # 2318198 # 2320801 # 1 # ID=1_2145;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.676	CP001157.1_2145	867.0	5.32	94720.98	-138.5
CP001157.1_4203 # 4616360 # 4618960 # -1 # ID=1_4203;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.705	CP001157.1_4203	866.0	9.34	96060.45	44.6
CP001157.1_2445 # 2710881 # 2713475 # 1 # ID=1_2445;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.654	CP001157.1_2445	864.0	6.16	96016.37	-332.8
CP001157.1_3242 # 3602563 # 3605154 # 1 # ID=1_3242;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.657	CP001157.1_3242	863.0	10.2	95360.36	-314.7
CP001157.1_3614 # 3965294 # 3967885 # 1 # ID=1_3614;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.660	CP001157.1_3614	863.0	6.5	97374.67	90.4
CP001157.1_702 # 720260 # 722845 # 1 # ID=1_702;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.662	CP001157.1_702	861.0	7.45	96874.29	-428.0
CP001157.1_2001 # 2162303 # 2164873 # 1 # ID=1_2001;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.648	CP001157.1_2001	856.0	5.11	93777.15	-360.5
CP001157.1_4743 # 5208142 # 5210712 # -1 # ID=1_4743;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.642	CP001157.1_4743	856.0	4.13	90364.14	-352.9
CP001157.1_1087 # 1147811 # 1150375 # 1 # ID=1_1087;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.653	CP001157.1_1087	854.0	5.36	94923.51	-300.6
CP001157.1_4205 # 4620924 # 4623479 # -1 # ID=1_4205;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.680	CP001157.1_4205	851.0	9.44	95567.84	3.7
CP001157.1_3565 # 3907193 # 3909733 # 1 # ID=1_3565;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.660	CP001157.1_3565	846.0	5.75	94110.74	-172.3
CP001157.1_3841 # 4193848 # 4196379 # -1 # ID=1_3841;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.747	CP001157.1_3841	843.0	7.95	91852.74	-112.0
CP001157.1_4708 # 5155147 # 5157675 # 1 # ID=1_4708;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.696	CP001157.1_4708	842.0	5.33	91959.87	-146.7
CP001157.1_460 # 467607 # 470135 # 1 # ID=1_460;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.674	CP001157.1_460	842.0	4.52	93192.78	-448.3
CP001157.1_1792 # 1929294 # 1931813 # -1 # ID=1_1792;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.673	CP001157.1_1792	839.0	6.4	92578.21	-222.4
CP001157.1_3980 # 4353318 # 4355834 # -1 # ID=1_3980;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658	CP001157.1_3980	838.0	6.68	94389.58	-278.8
CP001157.1_907 # 948245 # 950761 # 1 # ID=1_907;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.745	CP001157.1_907	838.0	6.81	91449.3	-121.9
CP001157.1_3952 # 4319313 # 4321823 # -1 # ID=1_3952;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.641	CP001157.1_3952	836.0	6.01	90863.29	-318.2
CP001157.1_1656 # 1774338 # 1776848 # 1 # ID=1_1656;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.652	CP001157.1_1656	836.0	5.92	94324.09	-208.2
CP001157.1_1018 # 1065721 # 1068228 # 1 # ID=1_1018;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.692	CP001157.1_1018	835.0	8.73	91902.63	538.6
CP001157.1_2641 # 2951210 # 2953714 # -1 # ID=1_2641;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.598	CP001157.1_2641	834.0	6.05	93098.19	94.2
CP001157.1_2128 # 2300989 # 2303490 # -1 # ID=1_2128;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.712	CP001157.1_2128	833.0	9.52	89345.56	317.9
CP001157.1_404 # 410038 # 412533 # 1 # ID=1_404;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.703	CP001157.1_404	831.0	5.97	92681.72	-130.4
CP001157.1_1947 # 2097217 # 2099706 # -1 # ID=1_1947;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.717	CP001157.1_1947	829.0	7.42	86654.88	329.1
CP001157.1_2698 # 3019799 # 3022279 # 1 # ID=1_2698;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.694	CP001157.1_2698	826.0	6.26	89088.59	15.4
CP001157.1_2346 # 2543461 # 2545938 # 1 # ID=1_2346;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.619	CP001157.1_2346	825.0	5.92	92749.39	-82.1
CP001157.1_2490 # 2767609 # 2770074 # 1 # ID=1_2490;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.663	CP001157.1_2490	821.0	4.91	89496.97	-327.0
CP001157.1_4183 # 4596585 # 4599044 # 1 # ID=1_4183;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.654	CP001157.1_4183	819.0	5.65	90100.16	-235.0
CP001157.1_2157 # 2334014 # 2336464 # -1 # ID=1_2157;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.662	CP001157.1_2157	816.0	5.91	89319.93	-182.2
CP001157.1_3283 # 3640230 # 3642680 # -1 # ID=1_3283;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_3283	816.0	5.36	89308.45	-92.6
CP001157.1_4218 # 4632208 # 4634655 # -1 # ID=1_4218;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.682	CP001157.1_4218	815.0	6.07	91698.4	-159.2
CP001157.1_1419 # 1521105 # 1523552 # -1 # ID=1_1419;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.698	CP001157.1_1419	815.0	7.16	88267.14	63.3
CP001157.1_4495 # 4920929 # 4923373 # -1 # ID=1_4495;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.667	CP001157.1_4495	814.0	6.31	88793.19	162.7
CP001157.1_3799 # 4151781 # 4154225 # -1 # ID=1_3799;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.659	CP001157.1_3799	814.0	6.15	90398.41	185.8
CP001157.1_4071 # 4464655 # 4467093 # -1 # ID=1_4071;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.526	CP001157.1_4071	812.0	6.24	90413.33	-467.0
CP001157.1_950 # 990007 # 992439 # -1 # ID=1_950;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.683	CP001157.1_950	810.0	5.65	88708.22	-355.6
CP001157.1_3775 # 4126723 # 4129149 # -1 # ID=1_3775;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.527	CP001157.1_3775	808.0	5.4	90227.88	-460.2
CP001157.1_3769 # 4120027 # 4122447 # -1 # ID=1_3769;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.662	CP001157.1_3769	806.0	4.88	88635.54	-139.9
CP001157.1_1639 # 1755189 # 1757609 # -1 # ID=1_1639;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.539	CP001157.1_1639	806.0	5.22	89783.13	-481.4
CP001157.1_4 # 3791 # 6211 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.610	CP001157.1_4	806.0	5.73	89963.83	-316.7
CP001157.1_3553 # 3894335 # 3896755 # -1 # ID=1_3553;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.701	CP001157.1_3553	806.0	6.4	88260.76	-139.4
CP001157.1_1993 # 2152601 # 2155021 # -1 # ID=1_1993;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.540	CP001157.1_1993	806.0	5.88	90335.95	-464.1
CP001157.1_747 # 769449 # 771860 # 1 # ID=1_747;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.650	CP001157.1_747	803.0	5.89	87393.72	-345.8
CP001157.1_728 # 748542 # 750950 # -1 # ID=1_728;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.689	CP001157.1_728	802.0	6.99	90274.04	-111.5
CP001157.1_1802 # 1939192 # 1941597 # 1 # ID=1_1802;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.677	CP001157.1_1802	801.0	5.75	88947.5	-310.3
CP001157.1_3697 # 4057368 # 4059773 # -1 # ID=1_3697;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.713	CP001157.1_3697	801.0	5.58	86220.03	-53.0
CP001157.1_1849 # 1981173 # 1983575 # -1 # ID=1_1849;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.664	CP001157.1_1849	800.0	5.84	86229.41	135.0
CP001157.1_1274 # 1352518 # 1354920 # -1 # ID=1_1274;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.656	CP001157.1_1274	800.0	6.71	88924.42	-215.3
CP001157.1_2090 # 2258618 # 2261017 # -1 # ID=1_2090;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.662	CP001157.1_2090	799.0	5.55	89282.03	-429.5
CP001157.1_3709 # 4072850 # 4075249 # -1 # ID=1_3709;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.644	CP001157.1_3709	799.0	5.22	89002.39	-426.1
CP001157.1_4153 # 4558686 # 4561082 # -1 # ID=1_4153;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.540	CP001157.1_4153	798.0	6.07	89517.17	-491.6
CP001157.1_2060 # 2226674 # 2229067 # -1 # ID=1_2060;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.690	CP001157.1_2060	797.0	6.12	86881.51	-153.7
CP001157.1_2178 # 2362163 # 2364556 # 1 # ID=1_2178;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.551	CP001157.1_2178	797.0	5.78	88830.7	-207.2
CP001157.1_106 # 113685 # 116066 # 1 # ID=1_106;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.661	CP001157.1_106	793.0	5.36	87439.76	-374.6
CP001157.1_1897 # 2038621 # 2040999 # 1 # ID=1_1897;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.631	CP001157.1_1897	792.0	5.31	86662.37	-35.4
CP001157.1_3591 # 3936203 # 3938581 # -1 # ID=1_3591;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.606	CP001157.1_3591	792.0	4.74	87808.84	-261.4
CP001157.1_2148 # 2323314 # 2325686 # 1 # ID=1_2148;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625	CP001157.1_2148	790.0	5.26	85739.78	-66.7
CP001157.1_208 # 214173 # 216542 # -1 # ID=1_208;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.506	CP001157.1_208	789.0	5.64	88130.98	-417.3
CP001157.1_751 # 775197 # 777560 # 1 # ID=1_751;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.646	CP001157.1_751	787.0	5.32	86115.02	-350.7
CP001157.1_2793 # 3138801 # 3141155 # -1 # ID=1_2793;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.687	CP001157.1_2793	784.0	5.66	85405.51	-92.8
CP001157.1_4361 # 4790310 # 4792664 # 1 # ID=1_4361;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.686	CP001157.1_4361	784.0	5.37	85619.82	-367.1
CP001157.1_1131 # 1209769 # 1212120 # 1 # ID=1_1131;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.711	CP001157.1_1131	783.0	7.1	86273.59	-82.7
CP001157.1_3926 # 4287577 # 4289919 # -1 # ID=1_3926;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.650	CP001157.1_3926	780.0	8.4	85696.82	-164.5
CP001157.1_4099 # 4492953 # 4495292 # -1 # ID=1_4099;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.725	CP001157.1_4099	779.0	8.2	86398.58	-222.4
CP001157.1_2100 # 2267689 # 2270025 # 1 # ID=1_2100;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.697	CP001157.1_2100	778.0	5.77	82620.94	352.9
CP001157.1_3916 # 4272034 # 4274355 # -1 # ID=1_3916;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.641	CP001157.1_3916	773.0	8.61	83758.91	-81.5
CP001157.1_1939 # 2086157 # 2088475 # 1 # ID=1_1939;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.671	CP001157.1_1939	772.0	5.47	85952.8	-266.0
CP001157.1_1416 # 1516709 # 1519027 # -1 # ID=1_1416;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.674	CP001157.1_1416	772.0	5.84	84128.92	8.1
CP001157.1_2388 # 2638115 # 2640427 # -1 # ID=1_2388;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.709	CP001157.1_2388	770.0	6.56	83217.74	-116.6
CP001157.1_468 # 477089 # 479401 # -1 # ID=1_468;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.684	CP001157.1_468	770.0	6.07	83828.67	-195.9
CP001157.1_4061 # 4451016 # 4453328 # 1 # ID=1_4061;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.700	CP001157.1_4061	770.0	6.16	86860.74	-271.1
CP001157.1_1121 # 1197263 # 1199572 # 1 # ID=1_1121;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.623	CP001157.1_1121	769.0	5.13	84793.44	-446.8
CP001157.1_4671 # 5114206 # 5116512 # -1 # ID=1_4671;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.746	CP001157.1_4671	768.0	7.67	81881.24	-26.4
CP001157.1_2775 # 3115656 # 3117953 # 1 # ID=1_2775;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.682	CP001157.1_2775	765.0	9.27	84566.09	-56.0
CP001157.1_1279 # 1364670 # 1366961 # 1 # ID=1_1279;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.664	CP001157.1_1279	763.0	5.86	85948.37	-161.3
CP001157.1_2343 # 2539070 # 2541358 # 1 # ID=1_2343;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.639	CP001157.1_2343	762.0	5.82	84085.97	-215.4
CP001157.1_4462 # 4887424 # 4889703 # -1 # ID=1_4462;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.668	CP001157.1_4462	759.0	5.5	83650.39	-38.2
CP001157.1_1035 # 1084641 # 1086917 # -1 # ID=1_1035;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.654	CP001157.1_1035	758.0	5.51	83599.36	-215.6
CP001157.1_2572 # 2868679 # 2870955 # -1 # ID=1_2572;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.735	CP001157.1_2572	758.0	6.93	81628.76	-52.0
CP001157.1_710 # 728598 # 730871 # -1 # ID=1_710;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.677	CP001157.1_710	757.0	8.9	85302.35	-420.4
CP001157.1_3414 # 3754702 # 3756975 # -1 # ID=1_3414;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.647	CP001157.1_3414	757.0	5.0	82495.89	-388.4
CP001157.1_2607 # 2912696 # 2914966 # -1 # ID=1_2607;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.593	CP001157.1_2607	756.0	5.73	83689.27	-184.4
CP001157.1_2030 # 2191356 # 2193626 # 1 # ID=1_2030;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.710	CP001157.1_2030	756.0	6.44	83857.41	-294.9
CP001157.1_2651 # 2961854 # 2964124 # -1 # ID=1_2651;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_2651	756.0	7.31	85699.61	-201.5
CP001157.1_1130 # 1207299 # 1209560 # 1 # ID=1_1130;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.634	CP001157.1_1130	753.0	5.18	82548.87	-407.1
CP001157.1_4010 # 4389147 # 4391405 # -1 # ID=1_4010;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.687	CP001157.1_4010	752.0	6.31	82889.98	-189.0
CP001157.1_1480 # 1586433 # 1588691 # -1 # ID=1_1480;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.676	CP001157.1_1480	752.0	5.44	80256.92	-131.3
CP001157.1_1455 # 1559155 # 1561413 # 1 # ID=1_1455;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.683	CP001157.1_1455	752.0	6.1	80022.85	48.0
CP001157.1_3189 # 3541105 # 3543357 # 1 # ID=1_3189;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.685	CP001157.1_3189	750.0	5.65	83811.67	-77.4
CP001157.1_3418 # 3762098 # 3764347 # -1 # ID=1_3418;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.668	CP001157.1_3418	749.0	7.25	84017.38	-206.7
CP001157.1_423 # 429787 # 432033 # -1 # ID=1_423;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.683	CP001157.1_423	748.0	5.78	80971.28	-228.4
CP001157.1_2408 # 2663463 # 2665703 # 1 # ID=1_2408;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.712	CP001157.1_2408	746.0	6.27	80059.7	-129.3
CP001157.1_3415 # 3757265 # 3759505 # -1 # ID=1_3415;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.643	CP001157.1_3415	746.0	5.0	81311.75	-392.6
CP001157.1_2724 # 3054945 # 3057185 # -1 # ID=1_2724;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.665	CP001157.1_2724	746.0	6.12	81659.46	17.7
CP001157.1_3268 # 3628939 # 3631176 # 1 # ID=1_3268;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.681	CP001157.1_3268	745.0	8.92	79722.22	-73.7
CP001157.1_4297 # 4722438 # 4724666 # 1 # ID=1_4297;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.716	CP001157.1_4297	742.0	5.78	81320.32	-234.6
CP001157.1_2610 # 2916435 # 2918660 # 1 # ID=1_2610;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.602	CP001157.1_2610	741.0	6.24	80407.79	-175.2
CP001157.1_2920 # 3272190 # 3274415 # -1 # ID=1_2920;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.633	CP001157.1_2920	741.0	6.36	82617.34	-161.7
CP001157.1_1348 # 1454793 # 1457018 # 1 # ID=1_1348;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.709	CP001157.1_1348	741.0	9.9	80478.47	284.1
CP001157.1_4387 # 4818036 # 4820258 # -1 # ID=1_4387;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.640	CP001157.1_4387	740.0	6.72	82933.3	-146.2
CP001157.1_4188 # 4602756 # 4604975 # 1 # ID=1_4188;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.714	CP001157.1_4188	739.0	9.43	81995.7	-157.6
CP001157.1_1751 # 1881404 # 1883620 # 1 # ID=1_1751;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.692	CP001157.1_1751	738.0	8.61	82931.77	-260.4
CP001157.1_948 # 986135 # 988345 # 1 # ID=1_948;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_948	736.0	6.35	82064.83	-133.4
CP001157.1_2756 # 3092437 # 3094641 # 1 # ID=1_2756;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.681	CP001157.1_2756	734.0	7.23	80213.17	-94.7
CP001157.1_2583 # 2889430 # 2891634 # -1 # ID=1_2583;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.604	CP001157.1_2583	734.0	4.55	82461.3	-109.7
CP001157.1_2580 # 2881104 # 2883305 # -1 # ID=1_2580;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.678	CP001157.1_2580	733.0	5.68	83142.9	-263.4
CP001157.1_4755 # 5224421 # 5226622 # -1 # ID=1_4755;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.647	CP001157.1_4755	733.0	5.7	80541.02	-169.2
CP001157.1_2436 # 2699072 # 2701270 # 1 # ID=1_2436;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.662	CP001157.1_2436	732.0	4.99	80675.35	-320.5
CP001157.1_541 # 565970 # 568168 # 1 # ID=1_541;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.668	CP001157.1_541	732.0	5.36	80511.13	-308.9
CP001157.1_1474 # 1578940 # 1581135 # 1 # ID=1_1474;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.499	CP001157.1_1474	731.0	8.55	82417.45	281.7
CP001157.1_1712 # 1830880 # 1833066 # 1 # ID=1_1712;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.707	CP001157.1_1712	728.0	5.42	76896.61	199.2
CP001157.1_3700 # 4063178 # 4065358 # -1 # ID=1_3700;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.686	CP001157.1_3700	726.0	5.89	79780.62	-349.4
CP001157.1_50 # 51366 # 53546 # -1 # ID=1_50;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.696	CP001157.1_50	726.0	6.13	80823.95	-171.4
CP001157.1_3994 # 4369897 # 4372074 # -1 # ID=1_3994;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.698	CP001157.1_3994	725.0	5.97	79093.82	-161.5
CP001157.1_371 # 379410 # 381587 # -1 # ID=1_371;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.689	CP001157.1_371	725.0	7.48	79730.47	197.4
CP001157.1_526 # 547595 # 549769 # -1 # ID=1_526;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.694	CP001157.1_526	724.0	7.59	80756.55	114.2
